[INFO 20230612 23:55:49] using dataSet diabetes.csv
[INFO 20230613 00:01:27] function optimized_LogisticRegression__KFoldCrossValidation() start
[INFO 20230613 00:01:27] function optimized_LogisticRegression__KFoldCrossValidation() end
[INFO 20230613 00:01:27] cost 0.30103325843811035 s
[INFO 20230613 00:01:27] function optimized_SVC__KFoldCrossValidation() start
[INFO 20230613 00:01:28] function optimized_SVC__KFoldCrossValidation() end
[INFO 20230613 00:01:28] cost 0.48799872398376465 s
[INFO 20230613 00:01:28] function optimized_DecisionTreeClassifier__KFoldCrossValidation() start
[INFO 20230613 00:01:28] function optimized_DecisionTreeClassifier__KFoldCrossValidation() end
[INFO 20230613 00:01:28] cost 0.2840282917022705 s
[INFO 20230613 00:01:28] function optimized_RandomForestClassifier__KFoldCrossValidation() start
[INFO 20230613 00:01:29] function optimized_RandomForestClassifier__KFoldCrossValidation() end
[INFO 20230613 00:01:29] cost 0.7620460987091064 s
[INFO 20230613 00:01:29] function optimized_KNeighborsClassifier__KFoldCrossValidation() start
[INFO 20230613 00:01:29] function optimized_KNeighborsClassifier__KFoldCrossValidation() end
[INFO 20230613 00:01:29] cost 0.3121306896209717 s
[INFO 20230613 00:01:29] function optimized_LogisticRegression__KFoldCrossValidation() start
[INFO 20230613 00:01:29] function optimized_LogisticRegression__KFoldCrossValidation() end
[INFO 20230613 00:01:29] cost 0.2910301685333252 s
[INFO 20230613 00:01:29] function optimized_SVC__KFoldCrossValidation() start
[INFO 20230613 00:01:30] function optimized_SVC__KFoldCrossValidation() end
[INFO 20230613 00:01:30] cost 0.3329966068267822 s
[INFO 20230613 00:01:30] function optimized_DecisionTreeClassifier__KFoldCrossValidation() start
[INFO 20230613 00:01:30] function optimized_DecisionTreeClassifier__KFoldCrossValidation() end
[INFO 20230613 00:01:30] cost 0.29100513458251953 s
[INFO 20230613 00:01:30] function optimized_RandomForestClassifier__KFoldCrossValidation() start
[INFO 20230613 00:01:31] function optimized_RandomForestClassifier__KFoldCrossValidation() end
[INFO 20230613 00:01:31] cost 0.7639575004577637 s
[INFO 20230613 00:01:31] function optimized_KNeighborsClassifier__KFoldCrossValidation() start
[INFO 20230613 00:01:31] function optimized_KNeighborsClassifier__KFoldCrossValidation() end
[INFO 20230613 00:01:31] cost 0.30602455139160156 s
[INFO 20230613 00:01:31] function optimizedModelsJob() end
[INFO 20230613 00:01:31] cost 341.1227533817291 s
[INFO 20230613 00:01:31] function main() end
[INFO 20230613 00:01:31] cost 342.0487163066864 s
