[INFO 20230613 00:06:17] using dataSet diabetes.csv
[INFO 20230613 00:11:35] function optimized_RandomForestClassifier__performanceMetrics() start
[INFO 20230613 00:11:35] function optimized_RandomForestClassifier__performanceMetrics() end
[INFO 20230613 00:11:35] cost 0.10799813270568848 s
[INFO 20230613 00:11:35] function optimized_KNeighborsClassifier__performanceMetrics() start
[INFO 20230613 00:11:35] function optimized_KNeighborsClassifier__performanceMetrics() end
[INFO 20230613 00:11:35] cost 0.03599667549133301 s
[INFO 20230613 00:11:35] function optimized_LogisticRegression__performanceMetrics() start
[INFO 20230613 00:11:35] function optimized_LogisticRegression__performanceMetrics() end
[INFO 20230613 00:11:35] cost 0.01099848747253418 s
[INFO 20230613 00:11:35] function optimized_SVC__performanceMetrics() start
[INFO 20230613 00:11:35] function optimized_SVC__performanceMetrics() end
[INFO 20230613 00:11:35] cost 0.06603527069091797 s
[INFO 20230613 00:11:35] function optimized_DecisionTreeClassifier__performanceMetrics() start
[INFO 20230613 00:11:35] function optimized_DecisionTreeClassifier__performanceMetrics() end
[INFO 20230613 00:11:35] cost 0.009000301361083984 s
[INFO 20230613 00:11:35] function optimized_RandomForestClassifier__performanceMetrics() start
[INFO 20230613 00:11:35] function optimized_RandomForestClassifier__performanceMetrics() end
[INFO 20230613 00:11:35] cost 0.1029977798461914 s
[INFO 20230613 00:11:35] function optimized_KNeighborsClassifier__performanceMetrics() start
[INFO 20230613 00:11:35] function optimized_KNeighborsClassifier__performanceMetrics() end
[INFO 20230613 00:11:35] cost 0.020043373107910156 s
[INFO 20230613 00:11:35] function optimized_LogisticRegression__KFoldCrossValidation() start
[INFO 20230613 00:11:35] function optimized_LogisticRegression__KFoldCrossValidation() end
[INFO 20230613 00:11:35] cost 0.3012967109680176 s
[INFO 20230613 00:11:35] function optimized_SVC__KFoldCrossValidation() start
[INFO 20230613 00:11:36] function optimized_SVC__KFoldCrossValidation() end
[INFO 20230613 00:11:36] cost 0.4710042476654053 s
[INFO 20230613 00:11:36] function optimized_DecisionTreeClassifier__KFoldCrossValidation() start
[INFO 20230613 00:11:36] function optimized_DecisionTreeClassifier__KFoldCrossValidation() end
[INFO 20230613 00:11:36] cost 0.28999876976013184 s
[INFO 20230613 00:11:36] function optimized_RandomForestClassifier__KFoldCrossValidation() start
[INFO 20230613 00:11:37] function optimized_RandomForestClassifier__KFoldCrossValidation() end
[INFO 20230613 00:11:37] cost 0.8925731182098389 s
[INFO 20230613 00:11:37] function optimized_KNeighborsClassifier__KFoldCrossValidation() start
[INFO 20230613 00:11:37] function optimized_KNeighborsClassifier__KFoldCrossValidation() end
[INFO 20230613 00:11:37] cost 0.3040034770965576 s
[INFO 20230613 00:11:37] function optimized_LogisticRegression__KFoldCrossValidation() start
[INFO 20230613 00:11:38] function optimized_LogisticRegression__KFoldCrossValidation() end
[INFO 20230613 00:11:38] cost 0.30399584770202637 s
[INFO 20230613 00:11:38] function optimized_SVC__KFoldCrossValidation() start
[INFO 20230613 00:11:38] function optimized_SVC__KFoldCrossValidation() end
[INFO 20230613 00:11:38] cost 0.3390312194824219 s
[INFO 20230613 00:11:38] function optimized_DecisionTreeClassifier__KFoldCrossValidation() start
[INFO 20230613 00:11:38] function optimized_DecisionTreeClassifier__KFoldCrossValidation() end
[INFO 20230613 00:11:38] cost 0.29497504234313965 s
[INFO 20230613 00:11:38] function optimized_RandomForestClassifier__KFoldCrossValidation() start
[INFO 20230613 00:11:39] function optimized_RandomForestClassifier__KFoldCrossValidation() end
[INFO 20230613 00:11:39] cost 0.7680001258850098 s
[INFO 20230613 00:11:39] function optimized_KNeighborsClassifier__KFoldCrossValidation() start
[INFO 20230613 00:11:39] function optimized_KNeighborsClassifier__KFoldCrossValidation() end
[INFO 20230613 00:11:39] cost 0.2959940433502197 s
[INFO 20230613 00:11:39] function optimizedModelsJob() end
[INFO 20230613 00:11:39] cost 321.1122622489929 s
[INFO 20230613 00:11:39] function main() end
[INFO 20230613 00:11:39] cost 322.01914739608765 s
