CustomerID,SaleDate,SaleNum,Code,Item Description,Quantity,UnitPrice,Country
12748.0,11/25/2011 11:41,578757,20868,SILVER FABRIC MIRROR,1,0.39,United Kingdom
12748.0,11/7/2011 11:41,574840,22992,REVOLVER WOODEN RULER ,1,1.95,United Kingdom
12748.0,12/5/2011 11:49,580611,23200,JUMBO BAG PEARS,1,2.08,United Kingdom
12748.0,11/16/2011 16:06,576864,22602,RETROSPOT WOODEN HEART DECORATION,1,0.85,United Kingdom
12748.0,3/24/2011 13:37,547669,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,3.75,United Kingdom
12748.0,11/16/2011 16:06,576864,22382,LUNCH BAG SPACEBOY DESIGN ,1,1.65,United Kingdom
12748.0,11/16/2011 15:52,576857,23120,PACK OF 6 SMALL FRUIT STRAWS,1,0.42,United Kingdom
12748.0,4/17/2011 12:37,550320,22055,MINI CAKE STAND  HANGING STRAWBERY,3,1.65,United Kingdom
12748.0,12/10/2010 11:24,538205,22228,BUNNY WOODEN PAINTED WITH BIRD ,1,0.85,United Kingdom
12748.0,11/6/2011 16:01,574738,23583,LUNCH BAG PAISLEY PARK  ,3,1.65,United Kingdom
12748.0,11/10/2011 16:38,575694,21789,KIDS RAIN MAC PINK,1,0.85,United Kingdom
12748.0,11/17/2011 14:26,577057,23344,JUMBO BAG 50'S CHRISTMAS ,1,2.08,United Kingdom
12748.0,11/29/2011 13:06,579430,22279,POCKET BAG BLUE PAISLEY RED SPOT,1,1.25,United Kingdom
12748.0,11/8/2011 14:22,575117,22100,SKULLS SQUARE TISSUE BOX,1,0.39,United Kingdom
12748.0,3/11/2011 12:26,546380,21576,LETS GO SHOPPING COTTON TOTE BAG,1,2.25,United Kingdom
12748.0,5/6/2011 19:49,552248,22085,PAPER CHAIN KIT SKULLS ,1,2.95,United Kingdom
12748.0,11/23/2011 11:32,578155,22940,FELTCRAFT CHRISTMAS FAIRY,1,4.25,United Kingdom
12748.0,11/16/2011 17:24,576889,23130,MISTLETOE HEART WREATH GREEN,1,4.15,United Kingdom
12748.0,11/8/2011 14:22,575117,23207,LUNCH BAG ALPHABET DESIGN,1,1.65,United Kingdom
12754.0,2/4/2011 10:32,543179,22360,GLASS JAR ENGLISH CONFECTIONERY,1,2.95,Japan
12757.0,10/6/2011 14:50,569866,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,0.85,Portugal
12772.0,10/11/2011 9:19,570499,23020,GLASS  SONGBIRD STORAGE JAR,1,12.5,Portugal
12836.0,10/11/2011 15:10,570677,23191,BUNDLE OF 3 RETRO NOTE BOOKS,3,1.65,United Kingdom
12838.0,12/1/2010 11:57,536415,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3,0.42,United Kingdom
12841.0,10/27/2011 12:08,573001,23534,WALL ART STOP FOR TEA ,1,5.95,United Kingdom
12843.0,5/10/2011 11:04,552554,47566,PARTY BUNTING,1,4.95,United Kingdom
12856.0,12/2/2011 10:52,580162,21328,BALLOONS  WRITING SET ,1,1.65,Germany
12856.0,10/14/2011 12:53,571212,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,12.75,Germany
12867.0,6/27/2011 15:04,558237,22271,FELTCRAFT DOLL ROSIE,3,2.95,Germany
12867.0,12/14/2010 16:39,538890,84992,72 SWEETHEART FAIRY CAKE CASES,5,0.55,Germany
12867.0,11/13/2011 15:30,576062,23202,JUMBO BAG VINTAGE LEAF,3,2.08,Germany
12867.0,2/14/2011 15:37,543978,23231,WRAP DOILEY DESIGN,25,0.42,Germany
12890.0,11/15/2011 17:26,576626,22076,6 RIBBONS EMPIRE  ,1,1.65,United Kingdom
12904.0,6/20/2011 13:18,557469,21363,HOME SMALL WOOD LETTERS,1,4.95,United Kingdom
12920.0,11/22/2011 15:05,578057,21368,MIRRORED WALL ART LADIES,1,0.75,United Kingdom
12933.0,6/21/2011 16:13,557639,21121,SET/10 RED POLKADOT PARTY CANDLES,1,1.25,United Kingdom
12942.0,7/31/2011 14:39,561893,22329,ROUND CONTAINER SET OF 5 RETROSPOT,1,1.65,United Kingdom
12949.0,4/1/2011 13:20,548648,22354,RETROSPOT PADDED SEAT CUSHION,5,3.75,United Kingdom
12963.0,11/22/2011 8:20,577806,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,4.95,Germany
12988.0,2/20/2011 14:31,544463,21116,OWL DOORSTOP,1,4.95,United Kingdom
12989.0,12/1/2011 12:44,580047,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,1.65,United Kingdom
13013.0,4/5/2011 10:18,548919,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,12.75,United Kingdom
13013.0,5/11/2011 12:13,552779,23298,SPOTTY BUNTING,3,4.95,United Kingdom
13050.0,6/7/2011 13:37,555851,22607,WOODEN ROUNDERS GARDEN SET ,1,9.95,Germany
13069.0,12/5/2010 11:02,537047,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,5,0.85,United Kingdom
13069.0,11/25/2011 15:47,578836,85227,SET OF 6 3D KIT CARDS FOR KIDS,3,0.85,United Kingdom
13077.0,2/22/2011 16:15,544678,85214,TUB 24 PINK FLOWER PEGS,1,1.65,United Kingdom
13081.0,1/6/2011 16:41,540372,21495,SKULLS AND CROSSBONES WRAP,25,0.42,United Kingdom
13089.0,3/8/2011 14:44,545999,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,12.75,Germany
13093.0,3/9/2011 12:14,546103,21497,FANCY FONTS BIRTHDAY WRAP,25,0.42,Germany
13097.0,8/9/2011 12:07,562772,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,9,0.85,United Kingdom
13097.0,9/23/2011 12:58,568059,21741,COSY SLIPPER SHOES LARGE GREEN,5,2.95,United Kingdom
13097.0,3/25/2011 11:41,547785,22912,YELLOW COAT RACK PARIS FASHION,1,4.95,United Kingdom
13113.0,1/26/2011 13:37,542228,21164,HOME SWEET HOME METAL SIGN ,5,2.95,United Kingdom
13122.0,4/13/2011 14:12,549964,21755,LOVE BUILDING BLOCK WORD,3,5.95,United Kingdom
13124.0,9/11/2011 12:45,566258,23203,JUMBO BAG VINTAGE DOILY ,3,2.08,United Kingdom
13137.0,10/30/2011 12:26,573347,21327,SKULLS WRITING SET ,1,1.65,United Kingdom
13137.0,4/1/2011 11:34,548612,20727,LUNCH BAG  BLACK SKULL.,1,1.65,United Kingdom
13137.0,11/29/2011 12:09,579399,21986,PACK OF 12 PINK POLKADOT TISSUES,1,0.39,United Kingdom
13137.0,10/30/2011 12:26,573347,22600,CHRISTMAS RETROSPOT STAR WOOD,1,0.85,United Kingdom
13137.0,11/29/2011 12:09,579399,23301,GARDENERS KNEELING PAD KEEP CALM ,1,1.65,United Kingdom
13137.0,2/4/2011 11:54,543191,22111,SCOTTIE DOG HOT WATER BOTTLE,1,4.95,United Kingdom
13137.0,10/30/2011 12:26,573347,23206,LUNCH BAG APPLE DESIGN,3,1.65,United Kingdom
13137.0,10/30/2011 12:26,573347,23352,ROLL WRAP 50'S RED CHRISTMAS ,3,1.25,United Kingdom
13148.0,7/3/2011 12:22,558757,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,1,3.29,United Kingdom
13148.0,4/21/2011 8:43,550820,23073,GEORGIAN TRINKET BOX,1,12.5,United Kingdom
13148.0,1/30/2011 13:48,542607,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,3,2.95,United Kingdom
13151.0,2/17/2011 12:29,544286,84792,ENCHANTED BIRD COATHANGER 5 HOOK,1,4.65,United Kingdom
13155.0,12/6/2010 12:44,537370,22141,CHRISTMAS CRAFT TREE TOP ANGEL,1,2.1,United Kingdom
13170.0,11/13/2011 12:19,575957,20828,GLITTER BUTTERFLY CLIPS,3,2.55,United Kingdom
13174.0,12/5/2010 16:24,537224,22866,HAND WARMER SCOTTY DOG DESIGN,1,2.1,United Kingdom
13174.0,12/5/2010 16:24,537224,21202,DOLLY HONEYCOMB GARLAND,1,1.65,United Kingdom
13187.0,1/6/2011 18:57,540397,21068,VINTAGE BILLBOARD LOVE/HATE MUG,1,1.25,United Kingdom
13209.0,4/26/2011 11:04,551014,22985,"WRAP, BILLBOARD FONTS DESIGN",25,0.42,United Kingdom
13226.0,3/11/2011 14:35,546396,22768,FAMILY PHOTO FRAME CORNICE,1,9.95,United Kingdom
13230.0,1/23/2011 13:34,541849,48194,DOORMAT HEARTS,1,7.95,United Kingdom
13230.0,1/23/2011 13:34,541849,22750,FELTCRAFT PRINCESS LOLA DOLL,1,3.75,United Kingdom
13232.0,5/15/2011 12:33,553184,21933,PINK VINTAGE PAISLEY PICNIC BAG,3,1.65,United Kingdom
13245.0,10/20/2011 11:40,572026,23531,WALL ART BIG LOVE ,3,6.95,Germany
13246.0,1/13/2011 13:36,541094,84378,SET OF 3 HEART COOKIE CUTTERS,3,1.25,Germany
13259.0,10/9/2011 10:48,570210,23420,PANTRY HOOK TEA STRAINER ,1,2.08,Germany
13263.0,5/12/2011 15:26,553002,21868,POTTING SHED TEA MUG,3,1.25,Germany
13263.0,8/23/2011 17:31,564199,21733,RED HANGING HEART T-LIGHT HOLDER,1,2.95,Germany
13263.0,5/25/2011 11:12,554598,23300,GARDENERS KNEELING PAD CUP OF TEA ,3,1.65,Germany
13263.0,11/23/2011 13:01,578258,23266,SET OF 3 WOODEN STOCKING DECORATION,3,1.25,Germany
13263.0,10/25/2011 16:30,572746,23226,FILIGREE HEART DAISY WHITE,3,1.25,Germany
13263.0,4/4/2011 13:38,548860,22652,TRAVEL SEWING KIT,3,1.65,Germany
13263.0,9/13/2011 16:27,566605,23425,STORAGE TIN HOME SWEET HOME,1,2.49,Germany
13263.0,6/29/2011 15:03,558461,22766,PHOTO FRAME CORNICE,1,2.95,Germany
13263.0,8/4/2011 12:22,562347,22667,RECIPE BOX RETROSPOT ,1,2.95,Germany
13263.0,6/29/2011 15:03,558461,22382,LUNCH BAG SPACEBOY DESIGN ,3,1.65,Germany
13263.0,3/29/2011 15:12,548188,22993,SET OF 4 PANTRY JELLY MOULDS,1,1.25,Germany
13263.0,3/14/2011 15:13,546542,21976,PACK OF 60 MUSHROOM CAKE CASES,1,0.55,Germany
13263.0,4/4/2011 13:38,548860,21089,SET/6 GREEN SPRING PAPER CUPS,3,0.19,Germany
13263.0,3/6/2011 12:46,545690,22920,HERB MARKER BASIL,3,0.65,Germany
13263.0,5/25/2011 11:12,554598,23302,KNEELING MAT HOUSEWORK  DESIGN,3,1.65,Germany
13263.0,3/14/2011 15:13,546542,84033,FLAG OF ST GEORGE ,3,1.65,Germany
13263.0,3/24/2011 12:53,547656,21484,CHICK GREY HOT WATER BOTTLE,1,3.45,Germany
13263.0,4/21/2011 13:30,550915,35965,FOLKART HEART NAPKIN RINGS,3,0.79,Germany
13263.0,8/11/2011 14:38,563031,23209,LUNCH BAG VINTAGE DOILY ,1,1.65,Germany
13263.0,10/20/2011 13:46,572073,22110,BIRD HOUSE HOT WATER BOTTLE,1,2.55,Germany
13263.0,8/23/2011 17:31,564199,22121,NOEL WOODEN BLOCK LETTERS ,1,5.95,Germany
13263.0,5/3/2011 15:59,551717,82580,BATHROOM METAL SIGN,3,0.55,Germany
13268.0,9/16/2011 11:27,567043,21429,RED GINGHAM ROSE JEWELLERY BOX,3,1.95,United Kingdom
13268.0,3/30/2011 16:52,548388,22383,LUNCH BAG SUKI DESIGN ,5,1.65,United Kingdom
13268.0,3/30/2011 16:52,548388,85038,6 CHOCOLATE LOVE HEART T-LIGHTS,3,2.1,United Kingdom
13271.0,11/2/2011 14:31,574063,22232,JIGSAW TOADSTOOLS 3 PIECE,1,0.59,United Kingdom
13280.0,1/27/2011 16:29,542408,21531,RED RETROSPOT SUGAR JAM BOWL,1,2.55,United Kingdom
13280.0,1/27/2011 16:29,542408,21533,RETROSPOT LARGE MILK JUG,1,4.95,United Kingdom
13280.0,1/27/2011 16:29,542408,21843,RED RETROSPOT CAKE STAND,1,10.95,United Kingdom
13301.0,8/28/2011 11:25,564718,21820,GLITTER HEART GARLAND WITH BELLS ,1,3.75,United Kingdom
13316.0,11/2/2011 13:40,574049,16237,SLEEPING CAT ERASERS,3,0.21,United Kingdom
13316.0,7/31/2011 11:48,561873,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,1.65,United Kingdom
13334.0,2/7/2011 11:42,543300,22776,SWEETHEART CAKESTAND 3 TIER,1,9.95,United Kingdom
13339.0,5/23/2011 8:31,554124,21407,BROWN CHECK CAT DOORSTOP ,3,4.25,United Kingdom
13343.0,6/15/2011 12:24,556883,23094,LE GRAND TRAY CHIC SET,1,12.5,Germany
13354.0,9/29/2011 13:17,568898,22381,TOY TIDY PINK POLKADOT,5,2.1,Germany
13389.0,9/26/2011 9:52,568218,22423,REGENCY CAKESTAND 3 TIER,1,12.75,United Kingdom
13418.0,10/10/2011 11:59,570292,23533,WALL ART GARDEN HAVEN ,3,5.95,United Kingdom
13428.0,11/29/2011 14:20,579456,22624,IVORY KITCHEN SCALES,1,8.5,Germany
13428.0,11/29/2011 14:20,579456,84843,WHITE SOAP RACK WITH 2 BOTTLES,1,5.95,Germany
13437.0,6/2/2011 14:30,555368,21411,GINGHAM HEART  DOORSTOP RED,3,4.25,Germany
13451.0,11/13/2011 15:58,576070,22382,LUNCH BAG SPACEBOY DESIGN ,5,1.65,Germany
13456.0,5/16/2011 15:34,553381,22623,BOX OF VINTAGE JIGSAW BLOCKS ,3,5.95,Germany
13460.0,11/10/2011 17:17,575708,21495,SKULLS AND CROSSBONES WRAP,25,0.42,Germany
13471.0,12/4/2011 11:45,580399,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,1.45,Germany
13503.0,9/29/2011 13:23,568902,22047,EMPIRE GIFT WRAP,25,0.42,Germany
13505.0,5/31/2011 15:41,555147,21843,RED RETROSPOT CAKE STAND,3,10.95,Germany
13521.0,12/8/2011 13:50,581405,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,1,3.75,Germany
13521.0,12/4/2011 14:55,580520,22673,FRENCH GARDEN SIGN BLUE METAL,1,1.25,Germany
13521.0,12/8/2011 13:50,581405,22544,MINI JIGSAW SPACEBOY,1,0.19,Germany
13521.0,11/29/2011 15:09,579472,23249,VINTAGE RED ENAMEL TRIM PLATE,1,1.65,Germany
13521.0,12/8/2011 13:50,581405,20679,EDWARDIAN PARASOL RED,1,5.95,Germany
13523.0,5/24/2011 8:49,554348,21754,HOME BUILDING BLOCK WORD,3,5.95,Germany
13527.0,9/11/2011 12:09,566249,21756,BATH BUILDING BLOCK WORD,1,6.25,Germany
13527.0,9/11/2011 12:09,566249,23414,ZINC BOX SIGN HOME,3,9.95,Germany
13534.0,4/21/2011 10:29,550830,23142,IVORY WIRE KITCHEN ORGANISER,1,10.4,Germany
13544.0,4/13/2011 12:09,549943,21865,PINK UNION JACK  PASSPORT COVER ,1,2.1,Germany
13544.0,4/13/2011 12:09,549943,22423,REGENCY CAKESTAND 3 TIER,1,12.75,Germany
13548.0,9/4/2011 14:50,565445,23394,POSTE FRANCE CUSHION COVER,3,3.75,Germany
13558.0,11/16/2011 12:13,576687,22994,TRAVEL CARD WALLET RETROSPOT,5,0.42,Germany
13558.0,10/2/2011 13:01,569219,22150,3 STRIPEY MICE FELTCRAFT,1,1.95,Germany
13558.0,11/16/2011 12:13,576687,22574,HEART WOODEN CHRISTMAS DECORATION,3,0.85,Germany
13561.0,5/8/2011 12:39,552280,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2.08,Germany
13563.0,7/22/2011 17:21,561020,21903,MAN FLU METAL SIGN,1,2.1,Germany
13566.0,9/18/2011 12:40,567170,23202,JUMBO BAG VINTAGE LEAF,1,2.08,Germany
13568.0,6/19/2011 14:42,557305,21462,"NURSERY A,B,C PAINTED LETTERS",1,6.75,Germany
13569.0,11/22/2011 13:07,578017,21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,1,12.75,Germany
13569.0,12/7/2010 12:29,537595,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1,4.25,Germany
13571.0,8/4/2011 11:59,562339,22094,RED RETROSPOT TISSUE BOX,9,0.39,Germany
13571.0,11/1/2011 13:44,573889,22410,MONEY BOX HOUSEKEEPING DESIGN,1,1.25,Germany
13576.0,12/1/2010 17:24,536595,21877,HOME SWEET HOME MUG,1,1.25,Germany
13584.0,2/6/2011 12:49,543275,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,1.95,Germany
13592.0,5/10/2011 15:48,552696,22847,BREAD BIN DINER STYLE IVORY,1,16.95,Germany
13596.0,11/27/2011 11:57,578921,21975,PACK OF 60 DINOSAUR CAKE CASES,1,0.55,Germany
13596.0,11/27/2011 11:57,578921,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,0.55,Germany
13610.0,6/5/2011 13:44,555552,23136,IVORY WIRE SWEETHEART LETTER TRAY,1,3.75,Germany
13610.0,8/21/2011 14:42,563925,23198,PANTRY MAGNETIC  SHOPPING LIST,1,1.45,Germany
13617.0,6/12/2011 12:55,556480,85107,CUT GLASS T-LIGHT HOLDER OCTAGON,1,2.55,Germany
13623.0,4/3/2011 11:11,548700,22582,PACK OF 6 SWEETIE GIFT BOXES,1,2.55,Germany
13623.0,3/17/2011 13:13,546849,22349,DOG BOWL CHASING BALL DESIGN,1,3.75,Germany
13623.0,3/17/2011 13:13,546849,20717,STRAWBERRY SHOPPER BAG,1,1.25,Germany
13634.0,9/14/2011 12:42,566720,22626,BLACK KITCHEN SCALES,1,8.5,Germany
13642.0,5/8/2011 12:34,552277,22440,BALLOON WATER BOMB PACK OF 35,1,0.42,Germany
13654.0,3/11/2011 12:54,546383,21495,SKULLS AND CROSSBONES WRAP,25,0.42,Germany
13656.0,1/6/2011 15:42,540362,85055,FRENCH ENAMEL UTENSIL HOLDER,1,3.75,Germany
13685.0,10/17/2011 10:17,571309,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,1,0.39,Germany
13704.0,10/24/2011 10:23,572333,23313,VINTAGE CHRISTMAS BUNTING,5,4.95,Germany
13722.0,7/31/2011 12:43,561879,21499,BLUE POLKADOT WRAP,25,0.42,Germany
13735.0,10/27/2011 14:22,573083,23523,WALL ART TREASURE AHOY ,3,3.75,Germany
13735.0,4/19/2011 13:49,550622,22549,PICTURE DOMINOES,1,1.45,Germany
13742.0,4/15/2011 15:54,550296,22626,BLACK KITCHEN SCALES,1,8.5,Germany
13742.0,1/23/2011 14:59,541855,20886,BOX OF 9 PEBBLE CANDLES,1,1.95,Germany
13755.0,12/6/2011 12:26,580887,22799,SWEETHEART WIRE FRUIT BOWL,1,2.95,Germany
13755.0,11/21/2011 13:41,577742,21242,RED RETROSPOT PLATE ,1,1.69,Germany
13758.0,11/28/2011 11:11,579097,23313,VINTAGE CHRISTMAS BUNTING,15,4.95,Germany
13760.0,10/16/2011 16:13,571296,23319,BOX OF 6 MINI 50'S CRACKERS,3,2.49,Germany
13772.0,11/6/2011 11:43,574657,23313,VINTAGE CHRISTMAS BUNTING,7,4.95,Germany
13772.0,4/14/2011 12:31,550106,47566,PARTY BUNTING,15,4.95,Germany
13772.0,11/6/2011 11:43,574657,23313,VINTAGE CHRISTMAS BUNTING,1,4.95,Germany
13822.0,10/30/2011 15:55,573405,22489,PACK OF 12 TRADITIONAL CRAYONS,3,0.42,Germany
13827.0,7/19/2011 15:38,560584,21407,BROWN CHECK CAT DOORSTOP ,1,4.25,Germany
13831.0,5/23/2011 13:25,554278,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,2.95,Germany
13838.0,8/14/2011 10:49,563200,23333,IVORY WICKER HEART MEDIUM,1,1.25,Germany
13838.0,8/14/2011 10:49,563200,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,0.83,Germany
13842.0,10/12/2011 10:51,570721,22119,PEACE WOODEN BLOCK LETTERS,3,6.95,Germany
13862.0,4/21/2011 17:10,550974,21937,STRAWBERRY   PICNIC BAG,5,2.95,Germany
13867.0,11/8/2011 15:48,575148,22669,RED BABY BUNTING ,5,2.95,Germany
13869.0,1/30/2011 15:54,542619,22212,FOUR HOOK  WHITE LOVEBIRDS,3,2.1,Germany
13874.0,12/16/2010 18:20,539314,22427,ENAMEL FLOWER JUG CREAM,3,5.95,Germany
13890.0,11/2/2011 9:59,573927,22111,SCOTTIE DOG HOT WATER BOTTLE,3,4.95,Germany
13901.0,7/4/2011 12:25,558862,22761,CHEST 7 DRAWER MA CAMPAGNE,1,24.95,United Kingdom
13919.0,10/11/2011 14:24,570666,22704,WRAP RED APPLES ,25,0.42,Denmark
13925.0,9/8/2011 12:47,566020,22847,BREAD BIN DINER STYLE IVORY,1,16.95,United Kingdom
13956.0,7/24/2011 16:12,561079,22427,ENAMEL FLOWER JUG CREAM,1,5.95,United Kingdom
13956.0,7/24/2011 16:12,561079,23234,BISCUIT TIN VINTAGE CHRISTMAS,1,2.89,United Kingdom
13956.0,7/24/2011 16:12,561079,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2.95,United Kingdom
13959.0,12/12/2010 13:56,538511,21041,RED RETROSPOT OVEN GLOVE DOUBLE,5,2.95,United Kingdom
13975.0,11/8/2011 13:19,575075,22113,GREY HEART HOT WATER BOTTLE,1,4.25,United Kingdom
13975.0,3/8/2011 12:19,545978,22059,CERAMIC STRAWBERRY DESIGN MUG,3,1.49,United Kingdom
13975.0,11/8/2011 13:10,575073,23503,PLAYING CARDS KEEP CALM & CARRY ON,5,1.25,United Kingdom
13975.0,11/8/2011 13:10,575073,22809,SET OF 6 T-LIGHTS SANTA,3,2.95,United Kingdom
13975.0,11/8/2011 13:10,575073,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,4.15,United Kingdom
13983.0,1/17/2011 14:51,541371,22088,PAPER BUNTING COLOURED LACE,3,2.95,United Kingdom
13983.0,1/17/2011 14:51,541371,20669,RED HEART LUGGAGE TAG,1,1.25,United Kingdom
